AoA,AoS,V,V_solid_blockage_corr,dE,dR,CL,CL_solid_blockage_corr,CD,CD_solid_blockage_corr,CYaw,CYaw_solid_blockage_corr,CMroll,CMroll_solid_blockage_corr,CMpitch,CMpitch_solid_blockage_corr,CMyaw,CMyaw_solid_blockage_corr,solid_blockage_e,V_round,AoA_round,AoS_round,CL2,fit_used,CD0_fit,k_fit,R2_fit,CD_fit_pred,CDi_fit
5.0,-10.0,19.98400657877036,19.84057040514175,-10,-10,0.7144072230699623,0.7041886425466595,0.1133710376881527,0.1117494260355597,-0.1585222682625443,-0.1562548323931021,0.0378393067486112,0.0372980692156323,-0.0259620852636789,-0.0255907345126608,0.0510665142710972,0.0503360803235214,0.007229438,20.0,5.0,-10.0,0.49588164429170695,True,0.09238348058580208,0.05627733702126165,0.773411366784676,0.12029037900426386,0.02790689841846178
7.0,-10.0,19.986356848712973,19.8429038059082,-10,-10,0.8956973238856957,0.8828856459895772,0.121707089095757,0.1199662420689906,-0.1471589195079465,-0.1450540202010046,0.0359854563392001,0.0354707355029664,-0.0714233993311512,-0.0704017890593834,0.0478084976107899,0.0471246649635853,0.007229438,20.0,7.0,-10.0,0.779487063894433,True,0.09238348058580208,0.05627733702126165,0.773411366784676,0.1362509367843028,0.04386745619850072
8.0,-10.0,19.995343532488548,19.851825987326382,-10,-10,0.9826072339226818,0.9685524332174608,0.1287360159911116,0.1268946301495723,-0.1452565238381636,-0.1431788355989589,0.0358576543511634,0.0353447615408281,-0.1130675538827726,-0.1114502831349223,0.0479335422192496,0.0472479209865446,0.007229438,20.0,8.0,-10.0,0.9380938158914638,True,0.09238348058580208,0.05627733702126165,0.773411366784676,0.14517690242028736,0.052793421834485287
10.0,-10.0,19.98875823043545,19.845287951597232,-10,-10,1.0871474849952452,1.0715973844959925,0.1572937331998419,0.1550438697793595,-0.1301533237879188,-0.1282916653716067,0.0309563721390582,0.0305135852085832,-0.2527331792472261,-0.249118190121066,0.0452254746811498,0.0445785885078157,0.007229438,20.0,10.0,-10.0,1.1483209544586521,True,0.09238348058580208,0.05627733702126165,0.773411366784676,0.15700792594844848,0.06462444536264642
12.0,-10.0,19.98917853748232,19.845705241869947,-10,-10,1.1449582669788174,1.1285812653624738,0.1948715505660636,0.1920841898467764,-0.1159157574352617,-0.1142577471814153,0.0232946486897808,0.0229614518299062,-0.3672323488223802,-0.3619796117194749,0.0413274015404147,0.0407362717662155,0.007229438,20.0,12.0,-10.0,1.2736956725271626,True,0.09238348058580208,0.05627733702126165,0.773411366784676,0.16406368121113574,0.07168020062533365
-5.002,-10.0,19.99146684709908,19.84797712703377,-10,0,-0.376868004647219,-0.3714774431750165,0.1146270422520028,0.112987465238256,-0.1388080204994544,-0.136822568940526,0.0342485320890803,0.0337586554869747,0.3605115913936612,0.3553549851790577,0.0330129750166244,0.0325407713033535,0.007229438,20.0,-5.0,-10.0,0.13799549078784762,True,0.08455001498806676,0.06462302338291717,0.7539820600630227,0.09346770081598697,0.008917685827920208
-2.5,-10.0,19.99903106076334,19.855487048188657,-10,0,-0.1054964968589119,-0.1039875193272365,0.1008477471357408,0.0994052633653893,-0.1331870104991223,-0.1312819595037042,0.0328384376996293,0.0323687304947509,0.2674012312266752,0.2635764364526552,0.0331887820992346,0.0327140637153778,0.007229438,20.0,-2.5,-10.0,0.010813404175832386,True,0.08455001498806676,0.06462302338291717,0.7539820600630227,0.08524880985897051,0.0006987948709037505
0.002,-10.0,20.001732209997687,19.85816880979375,-10,0,0.174550108658016,0.1720534172989778,0.0962016487297825,0.0948256207974284,-0.1309049176041609,-0.129032508705933,0.0324060374449489,0.0319425151114968,0.1696204579324044,0.1671942782245152,0.0341979930259617,0.0337088393133642,0.007229438,20.0,0.0,-10.0,0.029602378404256193,True,0.08455001498806676,0.06462302338291717,0.7539820600630227,0.08646301017987497,0.0019129951918082104
0.002,-10.0,20.0032148697331,19.85964082766721,-10,0,0.1783730761978071,0.1758217027185694,0.0959363092515213,0.0945640766234937,-0.128854386543338,-0.1270113075791924,0.031823015138503,0.0313678321109718,0.142874105889426,0.1408304947547958,0.0339997197012027,0.0335134020068721,0.007229438,20.0,0.0,-10.0,0.03091327114685699,True,0.08455001498806676,0.06462302338291717,0.7539820600630227,0.08654772403223256,0.001997709044165798
0.005,-10.0,20.0071165668156,19.86351452013022,-10,0,0.174608003819691,0.1721104843526041,0.0962490564649138,0.0948723504322505,-0.1307415749678744,-0.1288715024540333,0.0321536356759999,0.0316937235913204,0.1710303874717555,0.1685840407245857,0.0342821898482312,0.0337918318196912,0.007229438,20.0,0.0,-10.0,0.02962201882408798,True,0.08455001498806676,0.06462302338291717,0.7539820600630227,0.086464279403185,0.00191426441511825
