V_round,AoS_round,dE,dR,CD0_fit,k_fit,R2_fit,fit_used
39.5,0.0,0,20,0.05026518131604674,0.06164227064733238,0.8840256774983013,
39.5,0.0,5,0,0.040167874234421606,0.07285959284967994,0.8956991929532461,
39.5,0.0,10,-20,0.04744351637565533,0.0633011017433503,0.9045565691342174,
39.5,0.0,10,-10,0.042806472544748016,0.06342659570206705,0.9026034345848457,
39.5,0.0,10,0,0.040507758825553006,0.07104781241680226,0.8972834437724306,
39.5,0.0,10,10,0.04298210747661464,0.06373745509773548,0.9051804272078849,
39.5,0.0,10,20,0.04752138399372308,0.0633325084091594,0.9032395133326053,
39.5,0.0,15,0,0.04220195553463845,0.0728928284001876,0.9078888755983239,
39.5,0.0,20,0,0.04637798218008648,0.07260043508047455,0.9101764676344439,
39.5,4.0,-10,-20,0.05715623488211215,0.057238908311053965,0.8732274531182378,
39.5,4.0,-10,-10,0.04830245238029939,0.062012656067229784,0.8710719197535739,
39.5,4.0,-10,0,0.0481655325127167,0.062074467256268494,0.8724795864492201,
39.5,4.0,-10,10,0.055072061922645243,0.05794928863695506,0.8725200795152375,
39.5,4.0,-10,20,0.06046766990668709,0.05934576687250331,0.8623360756917932,
39.5,4.0,0,-20,0.04977408183587447,0.05989843980476932,0.8921952915908693,
39.5,4.0,0,-10,0.046941711813080635,0.06067694324346049,0.8951499369860734,
39.5,4.0,0,0,0.04691196326825264,0.060627233905863304,0.8947226333461846,
39.5,4.0,0,10,0.05174836811807024,0.05973341635680581,0.8911870230974641,
39.5,4.0,0,20,0.05865410605187888,0.058164465992830296,0.8890125962825154,
39.5,4.0,10,-20,0.0495755280311874,0.061153401738110895,0.9070605200144528,
39.5,4.0,10,-10,0.046394899501587164,0.06179636822801291,0.9079026749939534,
39.5,4.0,10,0,0.04790091198490327,0.06169618546746557,0.908860799422093,
39.5,4.0,10,10,0.05091579026437226,0.06076878870101584,0.9051627503100996,
39.5,4.0,10,20,0.05598102073521145,0.06031801806900821,0.9079222017555028,
39.5,5.0,-20,0,0.0637486101690449,0.06573755944857064,0.8244678163626191,
39.5,5.0,-15,0,0.05760465690829989,0.06691952639511672,0.8434917948528506,
39.5,5.0,-10,0,0.05358571734355314,0.0671261247566661,0.8547939795080834,
39.5,5.0,-5,0,0.05163551342492928,0.06794388878530457,0.8650283622835759,
39.5,5.0,0,0,0.048780892508508825,0.06830818983499376,0.8776157581062676,
39.5,5.0,5,0,0.048229809310849386,0.06888689188134006,0.8861470595884907,
39.5,5.0,10,0,0.048521628250030244,0.06902423653558067,0.8904488084270236,
39.5,5.0,15,0,0.05006569865566299,0.06906313861270501,0.8948869666771411,
39.5,5.0,20,0,0.05431274744080446,0.0687041937541508,0.8990850624059543,
39.5,7.0,0,10,0.059121580381542777,0.0552875901780718,0.8913593212590716,
39.5,8.0,-10,-20,0.06265023954789765,0.05107844892218881,0.8962192959386281,
39.5,8.0,-10,-10,0.0555766784251148,0.055066767598684105,0.8993760358626155,
39.5,8.0,-10,0,0.05773826278600005,0.05427261891000275,0.8987242572066223,
39.5,8.0,-10,10,0.06661157573292302,0.050546237798699836,0.8945418011150874,
39.5,8.0,-10,20,0.07248263666851096,0.05216092085677201,0.8965902555218275,
39.5,8.0,0,-20,0.05681435494001122,0.05389173640568543,0.9131035845620693,
39.5,8.0,0,-10,0.05399185918990103,0.05501583465427642,0.9095492114195928,
39.5,8.0,0,0,0.056241004609539035,0.054089180387424066,0.9138460735694679,
39.5,8.0,0,10,0.06239555233713373,0.053464509532259806,0.9067528371416335,
39.5,8.0,0,20,0.07105826527333634,0.05199636267409997,0.9107575333707563,
39.5,8.0,10,-20,0.05471735405066581,0.05592491461154003,0.926065627239646,
39.5,8.0,10,-10,0.05362095121818314,0.05617920022667934,0.9266068690451928,
39.5,8.0,10,0,0.05705106381870149,0.05568623965005871,0.9279327531570422,
39.5,8.0,10,10,0.06172899417832711,0.05519374638496261,0.922762393495788,
39.5,8.0,10,20,0.06853958999349577,0.054133548461214466,0.9267030823221915,
39.5,10.0,-20,0,0.09288815148995297,0.051956365527294074,0.7875758881713645,
39.5,10.0,-15,0,0.08788885681248465,0.05332975183996844,0.8086369846083904,
39.5,10.0,-10,-20,0.06825965471206306,0.0491893560351221,0.8970064809217378,
39.5,10.0,-10,-10,0.06245035552976549,0.05289255484638767,0.8984771522266031,
39.5,10.0,-10,0,0.07812078843856037,0.053917504297708786,0.7848662361300117,
39.5,10.0,-10,10,0.07692529045685519,0.04867572806667421,0.8955130359154481,
39.5,10.0,-10,20,0.08677181736230304,0.047022856419369846,0.8964849876931049,
39.5,10.0,-5,0,0.07945684625492459,0.05620031126711399,0.8559188669952779,
39.5,10.0,0,-20,0.06321077218490179,0.05227151805831618,0.9163731850767578,
39.5,10.0,0,-10,0.060787921812120345,0.05278888173528202,0.9152163260912362,
39.5,10.0,0,0,0.07253714181301757,0.05650150688865018,0.8383794399950311,
39.5,10.0,0,10,0.07199739890984194,0.05150836181580934,0.9139112084062094,
39.5,10.0,0,20,0.08225704245989722,0.050058678965250306,0.9153770631625079,
39.5,10.0,5,0,0.0771787926453619,0.05791260452345704,0.8702776687882724,
39.5,10.0,10,-20,0.0601783715522916,0.054676036724641996,0.9282895338478293,
39.5,10.0,10,-10,0.06018110605260465,0.054853189193690706,0.9273071608300416,
39.5,10.0,10,0,0.06902314054037718,0.05153071639900834,0.9159884443542581,
39.5,10.0,10,10,0.07121738085920794,0.05398910883664578,0.9300202745670711,
39.5,10.0,10,20,0.07518802154158083,0.05545069718953856,0.9286862698486903,
39.5,10.0,15,0,0.0788220292409109,0.059471827776914815,0.886475301735179,
39.5,10.0,20,0,0.08238858774809543,0.05979092844812053,0.8906131729051868,
40.0,-10.0,-10,0,,,,False
40.0,-8.0,-10,-10,,,,False
40.0,-8.0,-10,0,,,,False
40.0,-8.0,-10,20,,,,False
40.0,-4.0,-10,20,,,,False
40.0,0.0,-10,-10,,,,False
40.0,0.0,-10,0,,,,False
40.0,0.0,-10,20,,,,False
40.0,4.0,-10,-10,,,,False
40.0,4.0,-10,0,,,,False
40.0,4.0,-10,20,,,,False
40.0,8.0,-10,-10,,,,False
40.0,8.0,-10,0,,,,False
40.0,8.0,-10,20,,,,False
40.0,10.0,-10,-10,,,,False
40.0,10.0,-10,0,,,,False
40.0,10.0,10,20,,,,False
