AoA,AoS,V,dE,dR,CL,CD,CYaw,CMroll,CMpitch,CMyaw,CD_modeloff,CYaw_modeloff,CL_modeloff,CMroll_modeloff,CMpitch_modeloff,CMyaw_modeloff,modeloff_correction_found,CD_uncorrected,CYaw_uncorrected,CL_uncorrected,CMroll_uncorrected,CMpitch_uncorrected,CMyaw_uncorrected,V_round,AoA_round,AoS_round,CL2,fit_used,CD0_fit,k_fit,R2_fit,CD_fit_pred,CDi_fit
14.0,-10.0,19.994729351427097,-20,0,1.1052890388099512,0.1871495572015641,-0.06658000976120511,0.002062893753054901,-0.1502458367170841,0.018854532079207998,0.031,-0.01555,0.03445,0.0096,-0.0347499999999999,0.0068,True,0.2181495572015641,-0.0821300097612051,1.1397390388099513,0.0116628937530549,-0.184995836717084,0.025654532079208,20.0,14.0,-10.0,1.221663859313426,True,0.07190962647082984,0.061182553659345516,0.6763764700871265,0.14665414109695665,0.07474451462612682
-5.002,-10.0,19.9917712616901,-15,0,-0.4462092923787513,0.0957945466054661,-0.1314062313623177,0.030398425829518197,0.5275601903174129,0.025813896032592203,0.0259999999999999,-0.00575,0.02385,0.0049,-0.0322499999999999,0.0068,True,0.121794546605466,-0.1371562313623177,-0.4223592923787513,0.0352984258295182,0.4953101903174129,0.0326138960325922,20.0,-5.0,-10.0,0.19910273260514597,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.07755120452919671,0.01276980627803893
-2.5,-10.0,19.99405252836675,-15,0,-0.1727734947973006,0.0790067697086201,-0.1254073547422356,0.028426748551419103,0.444985100002501,0.0256864695525403,0.0271999999999999,-0.0068667706167706,0.0191831944444444,0.0055741071428571,-0.037017027027027,0.00736125,True,0.10620676970862,-0.1322741253590062,-0.1535903003528562,0.0340008556942762,0.407968072975474,0.0330477195525403,20.0,-2.5,-10.0,0.029850680504472853,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.06669592449759414,0.001914526246436357
0.002,-10.0,19.99849442408276,-15,0,0.10814369614997799,0.07211538555433561,-0.1196890958126969,0.027600041266601198,0.35693590069674414,0.026434456426852503,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.1000153855543355,-0.1300390958126969,0.1253936961499779,0.0336000412666012,0.3168859006967442,0.0340344564268525,20.0,0.0,-10.0,0.011695059016978763,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.06553148156796099,0.0007500833168032135
-0.005,-10.0,20.003650542022203,-15,0,0.10765256682772309,0.07168267925092281,-0.1192624752706418,0.027681807008967003,0.3541050411349843,0.026375572342767804,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.0995826792509227,-0.1296124752706418,0.124902566827723,0.033681807008967,0.3140550411349844,0.0339755723427678,20.0,-0.0,-10.0,0.011589075144597385,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.0655246841046555,0.0007432858534977218
0.005,-10.0,20.00339332947076,-15,0,0.1087360026276632,0.0722314262841869,-0.11985448651004602,0.027440047480413704,0.3589539160598552,0.0265649496965694,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.1001314262841868,-0.130204486510046,0.1259860026276631,0.0334400474804137,0.3189039160598553,0.0341649496965694,20.0,0.0,-10.0,0.011823518267443179,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.06553972052943374,0.0007583222782759616
2.5,-10.0,19.998761464566197,-15,0,0.3875512622467824,0.0716620240074832,-0.1186418659116169,0.027246597019864104,0.2668011341950631,0.0281604621319008,0.0281499999999999,-0.0110803571428571,0.0130047157622739,0.0060666666666666,-0.0405875,0.00745,True,0.0998120240074831,-0.129722223054474,0.4005559780090563,0.0333132636865307,0.2262136341950631,0.0356104621319008,20.0,2.5,-10.0,0.1501959808690743,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.07441448341449294,0.009633085163335164
5.0,-10.0,19.99194546362673,-15,0,0.655650529334172,0.0781353826174694,-0.11669422834390379,0.0277160989756125,0.18054714191048488,0.0291974996974356,0.0278999999999999,-0.0113499999999999,0.00705,0.0059,-0.0383499999999999,0.0074,True,0.1060353826174693,-0.1280442283439037,0.662700529334172,0.0336160989756125,0.142197141910485,0.0365974996974356,20.0,5.0,-10.0,0.42987761661617996,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.09235236031494931,0.027570962063791525
6.0,-10.0,19.99340681605485,-15,0,0.7489673258954881,0.0829181271438319,-0.1075477444505693,0.0261421674388748,0.15863085303960078,0.026565174610005602,0.0272999999999999,-0.01385,0.00565,0.0065,-0.03745,0.0076,True,0.1102181271438318,-0.1213977444505693,0.7546173258954881,0.0326421674388748,0.1211808530396008,0.0341651746100056,20.0,6.0,-10.0,0.5609520552590382,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.10075905151185727,0.03597765326069949
7.0,-10.0,19.993831288430016,-15,0,0.8395936616490747,0.0879439762102628,-0.10494285575894019,0.024893538606869096,0.1244705332943144,0.0265847930189134,0.0260999999999999,-0.01405,0.00715,0.0071,-0.03575,0.0077,True,0.1140439762102627,-0.1189928557589402,0.8467436616490747,0.0319935386068691,0.0887205332943144,0.0342847930189134,20.0,7.0,-10.0,0.7049175166813009,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.10999253127899164,0.04521113302783386
8.0,-10.0,19.99277821480787,-15,0,0.9258922613257742,0.095854271103214,-0.1008646360907025,0.024082751791245503,0.0753455860729763,0.025859851931935,0.0244999999999999,-0.01525,0.00775,0.0074,-0.0337499999999999,0.0079,True,0.1203542711032139,-0.1161146360907025,0.9336422613257742,0.0314827517912455,0.0415955860729764,0.033759851931935,20.0,8.0,-10.0,0.8572764795829557,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.11976434312466576,0.05498294487350798
9.0,-10.0,19.993557475775788,-15,0,1.0152495870518194,0.1014605010276065,-0.09578225266289239,0.0233191098668582,0.0310294235954341,0.0252783588109742,0.0274999999999999,-0.01635,-0.0079499999999999,0.0074,-0.03455,0.008,True,0.1289605010276064,-0.1121322526628924,1.0072995870518195,0.0307191098668582,-0.0035205764045659,0.0332783588109742,20.0,9.0,-10.0,1.03073172400889,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.1308892023380336,0.06610780408687583
10.0,-10.0,19.993283386489303,-15,0,1.0590282623551655,0.1166409158515869,-0.0874789332579291,0.0193064956204276,-0.053046192167571,0.0239021652066962,0.0293999999999999,-0.0154499999999999,-0.0088499999999999,0.008,-0.0371499999999999,0.0074,True,0.1460409158515868,-0.102928933257929,1.0501782623551656,0.0273064956204276,-0.0901961921675709,0.0313021652066962,20.0,10.0,-10.0,1.1215408604670012,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.13671340708737673,0.07193200883621893
11.0,-10.0,19.99606472825982,-15,0,1.0520364952249945,0.14105409538394548,-0.07894563992100549,0.015299263506224101,-0.1309797252342834,0.0225423470439682,0.0284999999999999,-0.0153499999999999,0.00625,0.0081,-0.0346499999999999,0.0072,True,0.1695540953839454,-0.0942956399210054,1.0582864952249946,0.0233992635062241,-0.1656297252342833,0.0297423470439682,20.0,11.0,-10.0,1.10678078728529,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.13576674366034117,0.07098534540918339
12.0,-10.0,19.995032660738374,-15,0,1.0917037471659286,0.1530101150571916,-0.07409714298255471,0.011619672896128402,-0.1669038757063138,0.0215083002119058,0.0289999999999999,-0.0154499999999999,0.01795,0.0086,-0.03525,0.007,True,0.1820101150571915,-0.0895471429825546,1.1096537471659285,0.0202196728961284,-0.2021538757063138,0.0285083002119058,20.0,12.0,-10.0,1.1918170715761296,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.14122069631478204,0.07643929806362426
13.0,-10.0,19.99433030435617,-15,0,1.1140363859160687,0.1684129445501307,-0.0693447755422537,0.0070909537064094,-0.2169035479377712,0.0202205891873093,0.032,-0.01525,0.03045,0.0091,-0.0419499999999999,0.0067,True,0.2004129445501307,-0.0845947755422537,1.1444863859160688,0.0161909537064094,-0.2588535479377711,0.0269205891873093,20.0,13.0,-10.0,1.241077069144936,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.14438007347640955,0.07959867522525177
14.0,-10.0,19.996781194725607,-15,0,1.1461688460702597,0.1882108150546887,-0.0657818190225241,0.001967302221994401,-0.2671323994870994,0.0189796548227566,0.031,-0.01555,0.03445,0.0096,-0.0347499999999999,0.0068,True,0.2192108150546887,-0.0813318190225241,1.1806188460702598,0.0115673022219944,-0.3018823994870993,0.0257796548227566,20.0,14.0,-10.0,1.3137030237020306,True,0.06478139825115778,0.06413677055534739,0.7318048523795788,0.149038067660201,0.08425666940904324
0.002,-10.0,19.995018438619876,-10,-20,0.1498485203175845,0.0897808292863618,-0.1799086010312662,0.0391672976551738,0.2257533993448247,0.053449672859558,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.1176808292863617,-0.1902586010312662,0.1670985203175844,0.0451672976551738,0.1857033993448248,0.061049672859558,20.0,0.0,-10.0,0.022454579041369535,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.08240584843454926,0.0012329208279068752
0.005,-10.0,20.00891849149148,-10,-20,0.14929656545172298,0.0898352286214508,-0.1799215007983886,0.0391834116380795,0.22606970421486508,0.053563744060344094,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.1177352286214507,-0.1902715007983886,0.1665465654517229,0.0451834116380795,0.1860197042148652,0.0611637440603441,20.0,0.0,-10.0,0.022289464455680606,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.08239678243463396,0.0012238548279915778
2.492,-10.0,19.991919209860885,-10,-20,0.4284393363612517,0.0915536273430977,-0.1795200483173491,0.039526000817164696,0.1316384530351301,0.056174329090352096,0.0281499999999999,-0.0110803571428571,0.0130047157622739,0.0060666666666666,-0.0405875,0.00745,True,0.1197036273430976,-0.1906004054602062,0.4414440521235256,0.0455926674838313,0.0910509530351301,0.0636243290903521,20.0,2.5,-10.0,0.18356026494166977,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.09125173039362554,0.010078802786983157
5.0,-10.0,19.983005958181973,-10,-20,0.6964193197868341,0.0991710353445506,-0.1766826551602782,0.0394348160524338,0.047303608282521496,0.0574537017859119,0.0278999999999999,-0.0113499999999999,0.00705,0.0059,-0.0383499999999999,0.0074,True,0.1270710353445505,-0.1880326551602781,0.7034693197868341,0.0453348160524338,0.0089536082825216,0.0648537017859119,20.0,5.0,-10.0,0.48499986897235675,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.1078029721461749,0.026630044539532518
7.0,-10.0,19.98800850464144,-10,-20,0.8793349720778255,0.1090314709046348,-0.1647083091972506,0.036411331570197596,-0.004806575415900904,0.054935349034916495,0.0260999999999999,-0.01405,0.00715,0.0071,-0.03575,0.0077,True,0.1351314709046347,-0.1787583091972506,0.8864849720778255,0.0435113315701976,-0.0405565754159009,0.0626353490349165,20.0,7.0,-10.0,0.7732299931191102,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.12362891671792593,0.04245598911128355
8.0,-10.0,19.99438648402602,-10,-20,0.9645547159766104,0.11796362181678981,-0.1621383774203038,0.036745441954846206,-0.048253633656987906,0.05530922622289129,0.0244999999999999,-0.01525,0.00775,0.0074,-0.0337499999999999,0.0079,True,0.1424636218167897,-0.1773883774203038,0.9723047159766104,0.0441454419548462,-0.0820036336569878,0.0632092262228913,20.0,8.0,-10.0,0.9303658001127195,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.13225682325295574,0.05108389564631337
10.0,-10.0,19.989449226446386,-10,-20,1.0711867441318135,0.1425420667984922,-0.1432218563819521,0.029902874450049,-0.1980262744340243,0.0517517555588083,0.0293999999999999,-0.0154499999999999,-0.0088499999999999,0.008,-0.0371499999999999,0.0074,True,0.1719420667984921,-0.158671856381952,1.0623367441318137,0.037902874450049,-0.2351762744340242,0.0591517555588083,20.0,10.0,-10.0,1.1474410408037152,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.14417584364419722,0.06300291603755483
12.0,-10.0,19.98816824027108,-10,-20,1.1218988885037409,0.1743234575359957,-0.1278010221877271,0.0215858205765081,-0.3103863565790358,0.0474972761099655,0.0289999999999999,-0.0154499999999999,0.01795,0.0086,-0.03525,0.007,True,0.2033234575359956,-0.143251022187727,1.1398488885037408,0.0301858205765081,-0.3456363565790358,0.0544972761099655,20.0,12.0,-10.0,1.2586571160259292,True,0.08117292760664238,0.05490732316270035,0.814900180520058,0.1502824206273105,0.06910949302066813
0.003,-10.0,20.00138968204786,-10,-10,0.16088398810698049,0.0759558929162494,-0.1538861919588324,0.0321452942737783,0.1845391065809982,0.041934376546938,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.1038558929162493,-0.1642361919588324,0.1781339881069804,0.0381452942737783,0.1444891065809983,0.049534376546938,20.0,0.0,-10.0,0.025883657629207038,True,0.06677875983349353,0.05533129091766116,0.7853585695213181,0.06821093602378833,0.0014321761902947943
0.006,-10.0,20.025133442666338,-10,-10,0.1609757653587671,0.0757935918409981,-0.1535311934714438,0.0319423804335935,0.18706983778825229,0.041873899689725595,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.103693591840998,-0.1638811934714438,0.178225765358767,0.0379423804335935,0.1470198377882524,0.0494738996897256,20.0,0.0,-10.0,0.02591319703284084,True,0.06677875983349353,0.05533129091766116,0.7853585695213181,0.06821257047712433,0.0014338106436307906
2.492,-10.0,19.99081337555951,-10,-10,0.43952769382265466,0.0776538527129781,-0.1521896384743924,0.032283954658487796,0.09351973762906099,0.0437020797687599,0.0281499999999999,-0.0110803571428571,0.0130047157622739,0.0060666666666666,-0.0405875,0.00745,True,0.105803852712978,-0.1632699956172495,0.4525324095849286,0.0383506213251544,0.052932237629061,0.0511520797687599,20.0,2.5,-10.0,0.19318459363706125,True,0.06677875983349353,0.05533129091766116,0.7853585695213181,0.07746791278483592,0.010689152951342389
5.0,-10.0,19.98400657877036,-10,-10,0.7073572230699623,0.0854710376881528,-0.14717226826254443,0.031939306748611195,0.012387914736320997,0.043666514271097204,0.0278999999999999,-0.0113499999999999,0.00705,0.0059,-0.0383499999999999,0.0074,True,0.1133710376881527,-0.1585222682625443,0.7144072230699623,0.0378393067486112,-0.0259620852636789,0.0510665142710972,20.0,5.0,-10.0,0.5003542410292484,True,0.06677875983349353,0.05533129091766116,0.7853585695213181,0.09446400590576842,0.027685246072274895
7.0,-10.0,19.986356848712973,-10,-10,0.8885473238856957,0.0956070890957571,-0.13310891950794648,0.028885456339200095,-0.035673399331151205,0.040108497610789905,0.0260999999999999,-0.01405,0.00715,0.0071,-0.03575,0.0077,True,0.121707089095757,-0.1471589195079465,0.8956973238856957,0.0359854563392001,-0.0714233993311512,0.0478084976107899,20.0,7.0,-10.0,0.7895163467844314,True,0.06677875983349353,0.05533129091766116,0.7853585695213181,0.11046371850167196,0.043684958668178425
8.0,-10.0,19.995343532488548,-10,-10,0.9748572339226818,0.1042360159911117,-0.13000652383816358,0.0284576543511634,-0.0793175538827727,0.040033542219249596,0.0244999999999999,-0.01525,0.00775,0.0074,-0.0337499999999999,0.0079,True,0.1287360159911116,-0.1452565238381636,0.9826072339226818,0.0358576543511634,-0.1130675538827726,0.0479335422192496,20.0,8.0,-10.0,0.9503466265313822,True,0.06677875983349353,0.05533129091766116,0.7853585695213181,0.11936266549871932,0.05258390566522579
10.0,-10.0,19.98875823043545,-10,-10,1.095997484995245,0.127893733199842,-0.1147033237879189,0.022956372139058198,-0.2155831792472262,0.0378254746811498,0.0293999999999999,-0.0154499999999999,-0.0088499999999999,0.008,-0.0371499999999999,0.0074,True,0.1572937331998419,-0.1301533237879188,1.0871474849952452,0.0309563721390582,-0.2527331792472261,0.0452254746811498,20.0,10.0,-10.0,1.2012104871159022,True,0.06677875983349353,0.05533129091766116,0.7853585695213181,0.133243286749449,0.06646452691595546
12.0,-10.0,19.98917853748232,-10,-10,1.1270082669788175,0.16587155056606367,-0.1004657574352618,0.0146946486897808,-0.3319823488223802,0.0343274015404147,0.0289999999999999,-0.0154499999999999,0.01795,0.0086,-0.03525,0.007,True,0.1948715505660636,-0.1159157574352617,1.1449582669788174,0.0232946486897808,-0.3672323488223802,0.0413274015404147,20.0,12.0,-10.0,1.2701476338385975,True,0.06677875983349353,0.05533129091766116,0.7853585695213181,0.13705766806979594,0.07027890823630241
-5.002,-10.0,19.99146684709908,-10,0,-0.40071800464721896,0.08862704225200291,-0.1330580204994544,0.029348532089080295,0.39276159139366107,0.026212975016624403,0.0259999999999999,-0.00575,0.02385,0.0049,-0.0322499999999999,0.0068,True,0.1146270422520028,-0.1388080204994544,-0.376868004647219,0.0342485320890803,0.3605115913936612,0.0330129750166244,20.0,-5.0,-10.0,0.1605749192484486,True,0.05925033500776731,0.06288060274866428,0.7439676196534956,0.06934738271642785,0.010097047708660541
-2.5,-10.0,19.99903106076334,-10,0,-0.1246796913033563,0.07364774713574089,-0.1263202398823517,0.027264330556772198,0.30441825825370217,0.0258275320992346,0.0271999999999999,-0.0068667706167706,0.0191831944444444,0.0055741071428571,-0.037017027027027,0.00736125,True,0.1008477471357408,-0.1331870104991223,-0.1054964968589119,0.0328384376996293,0.2674012312266752,0.0331887820992346,20.0,-2.5,-10.0,0.01554502542350022,True,0.05925033500776731,0.06288060274866428,0.7439676196534956,0.06022781557614031,0.000977480568373004
0.002,-10.0,20.001732209997687,-10,0,0.1573001086580161,0.0683016487297826,-0.1205549176041609,0.026406037444948904,0.2096704579324043,0.026597993025961702,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.0962016487297825,-0.1309049176041609,0.174550108658016,0.0324060374449489,0.1696204579324044,0.0341979930259617,20.0,0.0,-10.0,0.024743324183823676,True,0.05925033500776731,0.06288060274866428,0.7439676196534956,0.060806210146451746,0.0015558751386844343
0.002,-10.0,20.0032148697331,-10,0,0.1611230761978072,0.0680363092515214,-0.118504386543338,0.025823015138503,0.1829241058894259,0.0263997197012027,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.0959363092515213,-0.128854386543338,0.1783730761978071,0.031823015138503,0.142874105889426,0.0339997197012027,20.0,0.0,-10.0,0.025960645683444382,True,0.05925033500776731,0.06288060274866428,0.7439676196534956,0.0608827560560868,0.0016324210483194923
0.005,-10.0,20.0071165668156,-10,0,0.1573580038196911,0.0683490564649139,-0.12039157496787439,0.026153635675999903,0.2110803874717554,0.0266821898482312,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.0962490564649138,-0.1307415749678744,0.174608003819691,0.0321536356759999,0.1710303874717555,0.0342821898482312,20.0,0.0,-10.0,0.024761541366117915,True,0.05925033500776731,0.06288060274866428,0.7439676196534956,0.06080735565385479,0.0015570206460874783
0.006,-10.0,20.032548490475424,-10,0,0.1603381712869543,0.06798665567644101,-0.11803714989753111,0.025640548056884004,0.18324519713885648,0.026367260429422102,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.0958866556764409,-0.1283871498975311,0.1775881712869542,0.031640548056884,0.1431951971388566,0.0339672604294221,20.0,0.0,-10.0,0.025708329171644694,True,0.05925033500776731,0.06288060274866428,0.7439676196534956,0.0608668902417414,0.0016165552339740873
-0.005,-10.0,20.000897197266838,-10,0,0.1568873246175328,0.0677629869224175,-0.11980139489019581,0.0264517940698204,0.2070482315392534,0.0263734253102119,0.0278999999999999,-0.01035,0.0172499999999999,0.006,-0.0400499999999999,0.0076,True,0.0956629869224174,-0.1301513948901958,0.1741373246175327,0.0324517940698204,0.1669982315392535,0.0339734253102119,20.0,-0.0,-10.0,0.024613632625647114,True,0.05925033500776731,0.06288060274866428,0.7439676196534956,0.06079805506310219,0.0015477200553348786
